loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
Fully Paid,1.00E+05,Source Verified,5 years,RENT,12.69,28000,credit_card, 36 months,B
Fully Paid,62000,Not Verified,3 years,RENT,13.49,10000,debt_consolidation, 36 months,C
Fully Paid,45000,Verified,< 1 year,RENT,7.90,20000,debt_consolidation, 36 months,A
Fully Paid,110000,Verified,5 years,RENT,9.91,18000,debt_consolidation, 36 months,B
Charged Off,60000,Verified,3 years,RENT,19.91,9000,credit_card, 60 months,E
Charged Off,61500,Verified,10+ years,RENT,18.64,25000,debt_consolidation, 60 months,E
Fully Paid,33000,Not Verified,3 years,RENT,11.71,10000,other, 36 months,B
Fully Paid,61000,Not Verified,3 years,RENT,6.03,4200,credit_card, 36 months,A
Charged Off,78216,Verified,10+ years,OWN,15.27,20000,debt_consolidation, 60 months,C
Charged Off,62000,Verified,1 year,MORTGAGE,17.27,18000,debt_consolidation, 60 months,D
Fully Paid,50964,Verified,2 years,RENT,16.29,24000,debt_consolidation, 36 months,D
Fully Paid,43680,Not Verified,3 years,RENT,15.27,4475,credit_card, 36 months,C
Fully Paid,56000,Verified,2 years,MORTGAGE,14.65,20000,credit_card, 60 months,C
Fully Paid,50700,Source Verified,5 years,RENT,12.42,12000,credit_card, 36 months,B
Charged Off,30000,Source Verified,2 years,RENT,12.42,5000,debt_consolidation, 36 months,B
Fully Paid,50000,Not Verified,5 years,RENT,6.03,3000,other, 36 months,A
Fully Paid,75000,Verified,10+ years,RENT,19.03,25000,debt_consolidation, 60 months,E
Fully Paid,90000,Source Verified,3 years,RENT,19.03,18000,credit_card, 60 months,E
Charged Off,55000,Not Verified,10+ years,RENT,9.91,12000,debt_consolidation, 36 months,B
Fully Paid,50000,Verified,10+ years,MORTGAGE,15.27,20000,other, 36 months,C
Fully Paid,84000,Verified,3 years,RENT,13.49,10000,debt_consolidation, 36 months,C
Fully Paid,155000,Verified,6 years,OWN,12.42,15000,debt_consolidation, 36 months,B
Fully Paid,62000,Source Verified,< 1 year,MORTGAGE,7.90,12000,debt_consolidation, 36 months,A
Fully Paid,175000,Verified,2 years,MORTGAGE,10.65,20000,debt_consolidation, 60 months,B
Fully Paid,30000,Not Verified,2 years,RENT,11.71,6300,credit_card, 36 months,B
Fully Paid,50000,Verified,7 years,RENT,16.77,20000,credit_card, 60 months,D
Fully Paid,208000,Source Verified,8 years,MORTGAGE,17.27,35000,debt_consolidation, 60 months,D
Fully Paid,35004,Verified,2 years,MORTGAGE,15.96,8250,home_improvement, 60 months,C
Fully Paid,85000,Source Verified,7 years,OWN,12.69,20000,home_improvement, 60 months,B
Charged Off,32000,Not Verified,5 years,RENT,11.71,10000,credit_card, 36 months,B
Charged Off,116400,Verified,10+ years,MORTGAGE,8.90,24000,car, 36 months,A
Fully Paid,40000,Not Verified,9 years,MORTGAGE,12.69,14400,debt_consolidation, 36 months,B
Fully Paid,34000,Not Verified,7 years,RENT,14.65,6000,credit_card, 36 months,C
Fully Paid,73000,Verified,5 years,MORTGAGE,15.96,22000,debt_consolidation, 36 months,C
Charged Off,57200,Source Verified,10+ years,RENT,11.71,12000,debt_consolidation, 36 months,B
Fully Paid,114000,Source Verified,< 1 year,MORTGAGE,16.77,16000,debt_consolidation, 36 months,D
Fully Paid,90000,Not Verified,10+ years,MORTGAGE,10.65,10000,debt_consolidation, 36 months,B
Fully Paid,54000,Source Verified,8 years,MORTGAGE,19.03,16000,home_improvement, 60 months,E
Charged Off,35000,Source Verified,2 years,RENT,12.69,10000,debt_consolidation, 36 months,B
Fully Paid,56000,Not Verified,7 years,RENT,13.49,3500,debt_consolidation, 36 months,C
Fully Paid,35000,Not Verified,5 years,RENT,9.91,9600,debt_consolidation, 36 months,B
Fully Paid,40000,Source Verified,10+ years,MORTGAGE,7.90,9875,debt_consolidation, 36 months,A
Fully Paid,59000,Verified,2 years,OWN,17.58,21500,debt_consolidation, 60 months,D
Fully Paid,48000,Source Verified,6 years,RENT,7.90,4800,debt_consolidation, 36 months,A
Fully Paid,85000,Not Verified,10+ years,OWN,6.03,7800,major_purchase, 36 months,A
Fully Paid,70000,Verified,10+ years,MORTGAGE,14.27,20000,credit_card, 36 months,C
Charged Off,35000,Not Verified,4 years,RENT,7.51,9750,debt_consolidation, 36 months,A
Fully Paid,91000,Verified,6 years,MORTGAGE,15.96,18000,credit_card, 60 months,C
Fully Paid,30000,Not Verified,9 years,MORTGAGE,6.03,5000,other, 36 months,A
Fully Paid,45000,Source Verified,4 years,RENT,14.65,9000,debt_consolidation, 36 months,C
Fully Paid,55000,Not Verified,1 year,RENT,7.90,7200,debt_consolidation, 36 months,A
Charged Off,53004,Source Verified,3 years,RENT,19.03,3000,other, 60 months,E
Charged Off,60000,Verified,10+ years,RENT,19.42,25000,credit_card, 60 months,E
Fully Paid,82000,Verified,8 years,OWN,15.27,25000,debt_consolidation, 36 months,C
Fully Paid,53000,Verified,10+ years,RENT,15.96,10000,debt_consolidation, 36 months,C
Charged Off,35360,Verified,5 years,MORTGAGE,12.69,8875,debt_consolidation, 36 months,B
Fully Paid,54000,Verified,10+ years,RENT,11.71,15550,debt_consolidation, 36 months,B
Fully Paid,65000,Not Verified,8 years,RENT,15.27,17000,debt_consolidation, 60 months,C
Fully Paid,65000,Not Verified,5 years,RENT,12.69,7500,credit_card, 36 months,B
Fully Paid,28800,Not Verified,6 years,OWN,8.90,8875,debt_consolidation, 36 months,A
Fully Paid,42000,Not Verified,1 year,RENT,17.27,4500,credit_card, 36 months,D
Fully Paid,36000,Not Verified,3 years,RENT,12.42,5800,debt_consolidation, 36 months,B
Fully Paid,40000,Not Verified,2 years,RENT,11.71,10000,debt_consolidation, 36 months,B
Fully Paid,50000,Not Verified,4 years,RENT,9.91,10000,credit_card, 36 months,B
Fully Paid,52000,Not Verified,1 year,RENT,11.71,14000,credit_card, 36 months,B
Fully Paid,85000,Verified,3 years,MORTGAGE,19.03,25000,credit_card, 60 months,E
Charged Off,32000,Source Verified,3 years,RENT,8.90,12000,debt_consolidation, 36 months,A
Fully Paid,75000,Verified,6 years,OWN,7.90,24000,debt_consolidation, 36 months,A
Fully Paid,80000,Not Verified,< 1 year,RENT,14.27,14000,credit_card, 36 months,C
Fully Paid,40246,Verified,7 years,MORTGAGE,8.90,12000,credit_card, 36 months,A
Charged Off,30000,Verified,3 years,OWN,12.69,15000,debt_consolidation, 60 months,B
Charged Off,36000,Source Verified,1 year,RENT,12.69,8050,debt_consolidation, 36 months,B
Fully Paid,60000,Not Verified,6 years,RENT,10.65,5600,debt_consolidation, 36 months,B
Fully Paid,31200,Not Verified,3 years,RENT,9.91,7500,credit_card, 36 months,B
Fully Paid,90000,Verified,10+ years,RENT,11.71,7000,credit_card, 36 months,B
Fully Paid,40000,Not Verified,4 years,RENT,7.90,5400,debt_consolidation, 36 months,A
Fully Paid,90000,Verified,1 year,RENT,12.42,16000,credit_card, 36 months,B
Fully Paid,105000,Verified,9 years,MORTGAGE,12.42,35000,home_improvement, 60 months,B
Charged Off,30084,Verified,< 1 year,RENT,7.90,6000,debt_consolidation, 60 months,A
Fully Paid,36000,Not Verified,10+ years,MORTGAGE,12.69,4125,car, 60 months,B
Fully Paid,67000,Not Verified,4 years,RENT,16.29,9800,credit_card, 36 months,D
Fully Paid,63000,Source Verified,10+ years,MORTGAGE,18.25,15700,debt_consolidation, 60 months,D
Fully Paid,276000,Source Verified,1 year,RENT,6.62,5000,debt_consolidation, 36 months,A
Fully Paid,26400,Verified,6 years,RENT,11.71,9900,debt_consolidation, 36 months,B
Fully Paid,68400,Source Verified,3 years,MORTGAGE,11.71,15000,debt_consolidation, 36 months,B
Fully Paid,29120,Not Verified,1 year,RENT,15.96,6250,debt_consolidation, 36 months,C
Fully Paid,29120,Not Verified,< 1 year,RENT,16.29,6400,debt_consolidation, 36 months,D
Fully Paid,89122,Source Verified,10+ years,MORTGAGE,13.49,8850,major_purchase, 60 months,C
Fully Paid,54000,Not Verified,4 years,MORTGAGE,15.27,12000,debt_consolidation, 36 months,C
Fully Paid,30000,Verified,5 years,MORTGAGE,8.90,15000,debt_consolidation, 36 months,A
Fully Paid,30000,Not Verified,4 years,MORTGAGE,14.27,6500,credit_card, 36 months,C
Fully Paid,50000,Not Verified,10+ years,RENT,15.96,8000,credit_card, 36 months,C
Fully Paid,92000,Source Verified,6 years,MORTGAGE,21.28,30000,home_improvement, 60 months,F
Fully Paid,100500,Source Verified,10+ years,MORTGAGE,14.65,15000,credit_card, 36 months,C
Fully Paid,40000,Not Verified,3 years,RENT,14.27,10200,debt_consolidation, 36 months,C
Fully Paid,47000,Not Verified,5 years,MORTGAGE,12.42,9000,credit_card, 36 months,B
Fully Paid,68000,Not Verified,3 years,MORTGAGE,16.29,6500,debt_consolidation, 36 months,D
Fully Paid,95000,Verified,8 years,MORTGAGE,21.28,23000,debt_consolidation, 60 months,F
Fully Paid,39600,Not Verified,4 years,RENT,7.90,2000,credit_card, 36 months,A
Fully Paid,30000,Verified,3 years,OWN,13.49,8000,debt_consolidation, 36 months,C
Fully Paid,30000,Verified,1 year,RENT,7.51,8875,debt_consolidation, 36 months,A
Charged Off,17000,Source Verified,< 1 year,RENT,18.64,1500,other, 36 months,E
Fully Paid,42000,Not Verified,3 years,RENT,12.42,8000,debt_consolidation, 36 months,B
Charged Off,75000,Verified,10+ years,RENT,14.65,20000,debt_consolidation, 60 months,C
Fully Paid,42000,Not Verified,4 years,RENT,11.71,6500,credit_card, 36 months,B
Fully Paid,27000,Source Verified,3 years,MORTGAGE,13.49,9600,debt_consolidation, 36 months,C
Fully Paid,130000,Verified,10+ years,MORTGAGE,12.69,25975,debt_consolidation, 60 months,B
Fully Paid,46000,Not Verified,5 years,MORTGAGE,7.90,10000,home_improvement, 36 months,A
Fully Paid,80000,Verified,10+ years,MORTGAGE,12.42,15000,debt_consolidation, 36 months,B
Fully Paid,45000,Not Verified,3 years,MORTGAGE,6.62,9000,debt_consolidation, 36 months,A
Fully Paid,72500,Verified,2 years,RENT,7.90,10000,credit_card, 36 months,A
Fully Paid,30000,Source Verified,2 years,RENT,7.90,14000,debt_consolidation, 36 months,A
Charged Off,50000,Source Verified,9 years,RENT,14.27,8500,debt_consolidation, 36 months,C
Fully Paid,75000,Source Verified,9 years,RENT,19.03,15000,debt_consolidation, 60 months,E
Fully Paid,65000,Not Verified,5 years,MORTGAGE,15.96,4500,other, 36 months,C
Fully Paid,65000,Not Verified,10+ years,MORTGAGE,7.51,3000,major_purchase, 36 months,A
Fully Paid,120000,Source Verified,4 years,MORTGAGE,9.91,10000,home_improvement, 36 months,B
Fully Paid,42500,Verified,5 years,MORTGAGE,16.77,21250,debt_consolidation, 60 months,D
Charged Off,75000,Source Verified,2 years,MORTGAGE,13.49,33425,debt_consolidation, 60 months,C
Fully Paid,195000,Verified,8 years,RENT,19.42,35000,debt_consolidation, 60 months,E
Fully Paid,54990,Verified,4 years,RENT,15.27,7200,debt_consolidation, 36 months,C
Charged Off,40000,Source Verified,< 1 year,RENT,11.71,18000,debt_consolidation, 60 months,B
Fully Paid,137000,Source Verified,2 years,MORTGAGE,7.90,23000,debt_consolidation, 36 months,A
Charged Off,60000,Verified,10+ years,RENT,16.77,20000,debt_consolidation, 60 months,D
Fully Paid,30120,Not Verified,3 years,RENT,17.58,6000,debt_consolidation, 60 months,D
Fully Paid,46000,Verified,1 year,RENT,8.90,7000,credit_card, 36 months,A
Fully Paid,135000,Verified,8 years,MORTGAGE,12.69,21000,debt_consolidation, 36 months,B
Fully Paid,65000,Verified,10+ years,RENT,9.91,13000,credit_card, 36 months,B
Fully Paid,78000,Not Verified,2 years,MORTGAGE,6.62,18000,debt_consolidation, 36 months,A
Fully Paid,60000,Not Verified,5 years,MORTGAGE,6.03,7200,other, 36 months,A
Fully Paid,48000,Not Verified,10+ years,RENT,8.90,16500,credit_card, 36 months,A
Fully Paid,25000,Not Verified,< 1 year,RENT,7.90,8125,debt_consolidation, 36 months,A
Fully Paid,82000,Verified,3 years,MORTGAGE,7.51,18800,debt_consolidation, 36 months,A
Fully Paid,82000,Source Verified,10+ years,MORTGAGE,19.03,26800,credit_card, 36 months,E
Fully Paid,42000,Verified,5 years,MORTGAGE,7.90,19200,debt_consolidation, 36 months,A
Fully Paid,27600,Verified,3 years,RENT,17.58,12875,debt_consolidation, 60 months,D
Fully Paid,38000,Not Verified,5 years,MORTGAGE,12.42,4000,credit_card, 36 months,B
Fully Paid,35000,Not Verified,4 years,RENT,16.29,4000,debt_consolidation, 36 months,D
Fully Paid,33000,Not Verified,10+ years,OWN,9.91,12000,credit_card, 36 months,B
Fully Paid,52800,Not Verified,10+ years,MORTGAGE,11.71,2625,medical, 36 months,B
Fully Paid,40900,Verified,10+ years,MORTGAGE,13.49,18000,debt_consolidation, 60 months,C
Fully Paid,73882,Not Verified,10+ years,RENT,9.91,7000,debt_consolidation, 36 months,B
Fully Paid,36000,Not Verified,7 years,MORTGAGE,12.69,11300,credit_card, 36 months,B
Fully Paid,130000,Source Verified,10+ years,MORTGAGE,9.91,4000,debt_consolidation, 36 months,B
Fully Paid,57200,Not Verified,10+ years,MORTGAGE,6.03,8000,debt_consolidation, 36 months,A
Charged Off,51871,Verified,5 years,RENT,18.25,14400,debt_consolidation, 36 months,D
Fully Paid,15000,Verified,2 years,OWN,12.42,4375,debt_consolidation, 36 months,B
Fully Paid,70197,Not Verified,9 years,MORTGAGE,7.51,4100,credit_card, 36 months,A
Fully Paid,47000,Verified,7 years,RENT,8.90,6000,other, 36 months,A
Charged Off,43000,Source Verified,9 years,RENT,17.27,4200,debt_consolidation, 60 months,D
Fully Paid,120000,Source Verified,6 years,MORTGAGE,6.62,4000,home_improvement, 36 months,A
Charged Off,86004,Not Verified,10+ years,MORTGAGE,10.65,3000,other, 36 months,B
Fully Paid,75000,Not Verified,10+ years,MORTGAGE,12.69,5400,car, 36 months,B
Charged Off,110000,Verified,1 year,RENT,16.29,15000,small_business, 36 months,D
Fully Paid,80000,Source Verified,3 years,MORTGAGE,18.64,20000,debt_consolidation, 60 months,E
Fully Paid,44000,Source Verified,4 years,RENT,12.69,10400,credit_card, 36 months,B
Fully Paid,51600,Source Verified,7 years,MORTGAGE,17.58,4500,debt_consolidation, 60 months,D
Fully Paid,38500,Source Verified,< 1 year,RENT,12.42,11500,credit_card, 36 months,B
Fully Paid,75000,Verified,4 years,RENT,6.62,10000,home_improvement, 36 months,A
Fully Paid,37320,Verified,10+ years,MORTGAGE,13.49,18225,debt_consolidation, 60 months,C
Fully Paid,55000,Not Verified,10+ years,RENT,8.90,3600,debt_consolidation, 36 months,A
Fully Paid,1.00E+05,Verified,2 years,RENT,11.71,18500,major_purchase, 60 months,B
Fully Paid,70000,Verified,10+ years,MORTGAGE,18.25,16800,credit_card, 60 months,D
Charged Off,68000,Not Verified,8 years,RENT,17.27,10000,debt_consolidation, 36 months,D
Fully Paid,66000,Not Verified,10+ years,MORTGAGE,18.25,15000,debt_consolidation, 36 months,D
Fully Paid,85000,Source Verified,8 years,RENT,11.71,8000,major_purchase, 36 months,B
Fully Paid,83004,Verified,1 year,RENT,16.77,25000,debt_consolidation, 60 months,D
Charged Off,51000,Source Verified,1 year,RENT,7.90,16000,debt_consolidation, 36 months,A
Fully Paid,55000,Source Verified,2 years,RENT,10.65,8000,debt_consolidation, 36 months,B
Fully Paid,47000,Source Verified,10+ years,MORTGAGE,7.51,7200,debt_consolidation, 36 months,A
Fully Paid,86000,Source Verified,4 years,RENT,7.51,12000,debt_consolidation, 36 months,A
Charged Off,48000,Not Verified,10+ years,OWN,15.27,2200,debt_consolidation, 36 months,C
Fully Paid,49000,Verified,10+ years,RENT,12.69,20000,other, 60 months,B
Fully Paid,85000,Source Verified,4 years,MORTGAGE,12.42,28000,debt_consolidation, 60 months,B
Fully Paid,50000,Verified,2 years,MORTGAGE,7.51,6000,debt_consolidation, 36 months,A
Charged Off,105000,Verified,10+ years,RENT,19.42,25000,credit_card, 60 months,E
Charged Off,51204,Not Verified,1 year,RENT,8.90,8000,debt_consolidation, 60 months,A
Fully Paid,42996,Not Verified,2 years,RENT,15.27,14400,debt_consolidation, 36 months,C
Fully Paid,60000,Verified,5 years,RENT,19.03,20000,credit_card, 60 months,E
Fully Paid,85000,Verified,10+ years,MORTGAGE,14.27,25000,debt_consolidation, 60 months,C
Fully Paid,120000,Verified,3 years,MORTGAGE,8.90,14050,major_purchase, 36 months,A
Fully Paid,62691,Not Verified,10+ years,OWN,13.49,6000,major_purchase, 36 months,C
Fully Paid,36000,Verified,< 1 year,MORTGAGE,11.71,16100,debt_consolidation, 60 months,B
Charged Off,85000,Verified,3 years,OWN,20.30,35000,debt_consolidation, 60 months,E
Fully Paid,49668,Source Verified,4 years,RENT,7.90,10525,debt_consolidation, 36 months,A
Fully Paid,30000,Source Verified,2 years,RENT,15.96,7200,debt_consolidation, 36 months,C
Fully Paid,40000,Verified,10+ years,OWN,10.65,18500,debt_consolidation, 60 months,B
Fully Paid,40000,Verified,10+ years,MORTGAGE,13.49,12000,debt_consolidation, 36 months,C
Fully Paid,1.00E+05,Not Verified,5 years,MORTGAGE,11.71,12000,credit_card, 36 months,B
Fully Paid,56312,Not Verified,2 years,RENT,11.71,3000,other, 36 months,B
Fully Paid,54011,Source Verified,10+ years,RENT,16.29,9500,debt_consolidation, 36 months,D
Fully Paid,49110.32,Verified,2 years,RENT,12.42,19775,debt_consolidation, 36 months,B
Charged Off,75000,Verified,< 1 year,RENT,14.65,12000,credit_card, 60 months,C
Fully Paid,95000,Verified,7 years,MORTGAGE,14.27,28000,debt_consolidation, 60 months,C
Fully Paid,80000,Verified,2 years,RENT,12.42,30000,debt_consolidation, 36 months,B
Fully Paid,55000,Verified,9 years,MORTGAGE,10.65,16000,debt_consolidation, 36 months,B
Fully Paid,90000,Verified,8 years,RENT,14.65,14500,credit_card, 36 months,C
Fully Paid,68500,Verified,3 years,RENT,14.65,11700,credit_card, 60 months,C
Fully Paid,1.00E+05,Not Verified,4 years,RENT,10.65,4150,debt_consolidation, 36 months,B
Fully Paid,72000,Verified,10+ years,MORTGAGE,11.71,15000,debt_consolidation, 60 months,B
Fully Paid,70000,Verified,6 years,RENT,16.77,24000,credit_card, 36 months,D
Charged Off,37000,Verified,5 years,RENT,12.42,21250,other, 36 months,B
Fully Paid,75000,Source Verified,10+ years,OWN,14.27,10000,debt_consolidation, 36 months,C
Fully Paid,75000,Verified,< 1 year,MORTGAGE,18.25,25000,debt_consolidation, 60 months,D
Fully Paid,39000,Source Verified,6 years,RENT,15.96,4000,debt_consolidation, 36 months,C
Fully Paid,60000,Not Verified,< 1 year,RENT,11.71,15000,debt_consolidation, 36 months,B
Fully Paid,68000,Verified,3 years,RENT,13.49,20000,credit_card, 60 months,C
Fully Paid,110000,Verified,3 years,MORTGAGE,17.58,15000,home_improvement, 60 months,D
Fully Paid,40000,Source Verified,3 years,RENT,15.96,3600,moving, 36 months,C
Fully Paid,31000,Verified,5 years,OWN,19.03,6000,debt_consolidation, 60 months,E
Charged Off,60000,Verified,10+ years,RENT,15.27,15000,debt_consolidation, 36 months,C
Fully Paid,43000,Verified,3 years,RENT,18.25,12000,credit_card, 60 months,D
Fully Paid,42000,Not Verified,6 years,RENT,7.51,12375,debt_consolidation, 36 months,A
Charged Off,30000,Not Verified,6 years,RENT,12.69,4000,home_improvement, 36 months,B
Fully Paid,50000,Not Verified,10+ years,MORTGAGE,10.65,13000,debt_consolidation, 36 months,B
Fully Paid,39396,Source Verified,1 year,MORTGAGE,6.62,5000,home_improvement, 36 months,A
Fully Paid,98000,Source Verified,7 years,OWN,15.96,5000,credit_card, 36 months,C
Fully Paid,62500,Verified,10+ years,RENT,11.71,26000,credit_card, 36 months,B
Fully Paid,95000,Verified,8 years,MORTGAGE,18.64,15000,credit_card, 60 months,E
