day,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
3,OH,1,1,16,f,0.0,28,28,0,3.0,2.0,1,0,3,3,0,1,3,618
3,OH,1,1,16,f,0.0,28,28,0,3.0,2.0,0,0,3,3,0,0,3,559
3,OH,1,1,16,f,0.0,28,28,0,3.0,2.0,0,0,3,3,0,0,3,563
3,OH,1,1,16,f,0.0,28,28,0,3.0,2.0,0,0,3,3,0,0,3,563
3,OH,1,1,16,f,0.0,28,28,0,3.0,2.0,0,0,3,3,0,0,3,563
0,CT,2,1,3,f,1.0,46,27,0,4.0,3.0,1,0,3,3,1,0,1,657
0,CT,2,1,3,f,1.0,46,27,0,4.0,3.0,1,0,3,3,1,0,1,657
2,OH,1,0,5,f,0.0,21,21,0,3.0,6.0,1,1,3,3,1,2,2,641
2,OH,1,0,5,f,0.0,21,21,0,3.0,6.0,1,1,3,3,1,2,2,649
2,OH,1,0,5,f,0.0,21,21,0,3.0,6.0,1,1,3,3,1,2,2,649
2,OH,1,0,5,f,0.0,21,21,0,3.0,6.0,1,1,2,3,1,2,2,645
0,NY,1,0,7,e,2.0,28,28,0,3.0,6.0,1,0,3,2,0,0,2,624
0,NY,1,0,7,e,2.0,28,28,0,3.0,6.0,1,0,3,2,0,0,2,627
0,NY,1,0,7,e,2.0,28,28,0,3.0,6.0,1,0,3,2,0,0,2,628
0,FL,2,1,8,g,3.0,72,67,1,3.0,11.0,1,1,1,2,1,2,3,619
0,FL,2,1,8,g,3.0,72,67,1,3.0,11.0,1,1,3,3,1,2,3,632
0,FL,2,1,8,g,3.0,72,67,1,3.0,11.0,1,1,3,3,1,2,3,635
0,FL,2,1,8,g,3.0,72,67,1,3.0,11.0,1,1,3,3,1,2,3,649
0,FL,2,1,8,g,3.0,72,67,1,3.0,11.0,1,1,3,3,1,2,3,648
3,WV,1,1,4,f,0.0,38,38,0,2.0,6.0,1,1,3,3,0,2,2,661
3,WV,1,1,4,f,0.0,38,38,0,2.0,6.0,1,0,2,3,0,2,2,654
3,WV,1,1,4,f,0.0,38,38,0,2.0,6.0,1,0,1,1,0,2,2,653
3,WV,1,1,4,f,0.0,38,38,0,2.0,6.0,1,0,1,1,0,2,2,656
4,NY,1,0,7,g,2.0,45,45,0,3.0,15.0,1,0,3,2,1,0,2,673
4,NY,1,0,7,g,2.0,45,45,0,3.0,15.0,1,0,3,2,1,0,2,673
4,NY,1,0,7,g,2.0,45,45,0,3.0,15.0,1,0,3,2,1,0,2,673
4,NY,1,0,7,g,2.0,45,45,0,3.0,15.0,1,0,3,2,1,0,2,672
4,NY,1,0,7,g,2.0,45,45,0,3.0,15.0,1,0,3,2,1,0,2,673
4,NY,1,0,6,e,4.0,54,54,0,4.0,5.0,0,0,4,3,0,0,4,604
4,NY,1,0,6,e,4.0,54,54,0,4.0,5.0,0,0,4,3,0,0,2,599
4,PA,2,1,9,e,0.0,68,66,1,3.0,2.0,1,1,3,3,1,1,2,693
4,PA,2,1,9,e,0.0,68,66,1,3.0,2.0,0,0,1,1,0,0,2,597
4,PA,2,1,9,e,0.0,68,66,1,3.0,2.0,0,0,1,2,0,0,2,607
4,PA,2,1,9,e,0.0,68,66,1,3.0,2.0,0,0,1,2,0,0,2,627
2,IN,1,0,7,e,4.0,29,29,0,2.0,7.0,1,0,2,2,0,2,1,607
2,IN,1,0,7,e,4.0,29,29,0,2.0,7.0,0,0,2,2,0,0,1,553
2,IN,1,0,7,e,4.0,29,29,0,2.0,7.0,0,0,2,2,0,1,1,580
0,FL,2,0,6,d,3.0,24,24,1,1.0,6.0,0,0,1,2,0,0,3,589
0,FL,2,0,6,d,3.0,24,24,1,1.0,6.0,1,1,1,2,1,2,3,645
2,CO,1,0,9,g,0.0,23,23,0,3.0,7.0,2,0,3,3,0,3,2,714
2,CO,1,0,9,g,0.0,23,23,0,3.0,7.0,2,0,3,3,0,3,1,636
0,NY,1,1,6,f,1.0,62,62,0,3.0,4.0,1,0,3,3,0,0,2,568
0,NY,1,1,6,f,1.0,62,62,0,3.0,4.0,1,0,3,3,0,0,2,568
0,NY,1,1,6,f,1.0,62,62,0,3.0,4.0,1,0,3,3,0,0,2,568
0,NY,1,1,6,f,1.0,62,62,0,3.0,4.0,1,0,3,3,0,0,2,568
0,NY,1,1,6,f,1.0,62,62,0,3.0,4.0,1,0,3,3,0,0,2,568
0,NY,1,1,6,f,1.0,62,62,0,3.0,4.0,1,0,3,3,0,0,2,568
1,NY,1,0,1,d,2.0,70,70,0,3.0,15.0,2,0,3,3,0,0,2,679
1,NY,1,0,1,d,2.0,70,70,0,3.0,15.0,2,0,3,3,0,0,2,685
1,NY,1,0,1,d,2.0,70,70,0,3.0,15.0,2,0,3,3,0,0,2,685
3,NY,1,0,1,e,2.0,25,25,0,3.0,9.0,2,1,3,3,1,0,2,611
3,NY,1,0,1,e,2.0,25,25,0,3.0,9.0,1,1,1,2,1,0,2,616
2,NY,1,1,12,d,2.0,61,58,1,3.0,1.0,1,1,3,3,1,0,2,615
2,NY,1,1,12,d,2.0,61,58,1,3.0,1.0,1,1,3,3,1,0,1,611
2,NY,1,1,12,d,2.0,61,58,1,3.0,1.0,1,1,3,3,1,0,1,594
3,FL,2,1,11,f,2.0,62,54,1,4.0,1.0,1,0,3,3,0,2,3,626
3,FL,2,1,11,f,2.0,62,54,1,4.0,1.0,1,0,4,3,0,2,3,641
3,FL,2,1,11,f,2.0,62,54,1,4.0,1.0,1,0,4,3,0,2,3,635
3,FL,2,1,11,f,2.0,62,54,1,4.0,1.0,1,0,4,3,0,2,3,635
3,FL,2,1,11,f,2.0,62,54,1,4.0,1.0,1,0,4,3,0,2,3,635
3,FL,2,1,12,e,4.0,66,37,0,4.0,1.0,1,1,3,3,1,2,3,655
3,FL,2,1,12,e,4.0,66,37,0,4.0,1.0,1,1,3,3,1,2,3,669
3,FL,2,1,12,e,4.0,66,37,0,4.0,1.0,1,1,3,3,1,2,3,669
4,PA,1,0,7,g,4.0,36,36,0,3.0,7.0,2,0,3,3,1,2,3,613
4,PA,1,0,7,g,4.0,36,36,0,3.0,7.0,2,0,3,3,1,2,3,604
0,NE,2,1,10,f,2.0,75,75,1,2.0,9.0,1,1,2,2,0,0,4,591
0,NE,2,1,10,f,2.0,75,75,1,2.0,9.0,1,1,2,2,0,0,4,591
4,WA,2,0,10,e,0.0,45,16,0,2.0,1.0,0,0,1,1,0,0,4,656
4,WA,2,0,10,e,0.0,45,16,0,2.0,1.0,0,0,1,1,0,0,3,656
4,WA,2,0,10,e,0.0,45,16,0,2.0,1.0,1,1,2,2,0,1,3,709
4,WA,2,0,10,e,0.0,45,16,0,2.0,1.0,0,1,2,2,0,1,3,685
1,FL,1,0,3,g,3.0,27,27,0,3.0,3.0,1,1,2,3,1,2,3,699
1,FL,1,0,3,g,3.0,27,27,0,3.0,12.0,1,1,2,3,1,2,3,680
2,PA,1,0,34,c,0.0,52,52,0,4.0,15.0,2,1,3,3,1,1,3,632
2,PA,1,0,34,c,0.0,52,52,0,4.0,15.0,1,0,1,2,0,1,2,594
0,OH,1,0,1,e,0.0,22,22,0,0.0,0.0,1,0,1,2,0,2,2,778
0,OH,1,0,1,e,0.0,22,22,0,0.0,0.0,1,0,1,2,0,2,2,778
3,WA,2,1,18,e,2.0,73,71,1,2.0,3.0,0,0,1,2,0,0,4,570
3,WA,2,1,18,e,2.0,73,71,1,2.0,3.0,0,0,2,2,0,0,2,563
3,WA,2,1,18,e,2.0,73,71,1,2.0,3.0,1,0,2,2,0,1,2,585
3,PA,1,1,2,g,4.0,46,46,0,1.0,1.0,0,0,1,1,0,0,2,666
3,PA,1,1,2,g,4.0,46,46,0,1.0,1.0,0,0,1,1,0,0,2,666
1,NY,1,1,1,g,0.0,23,23,0,0.0,0.0,1,0,3,3,0,0,2,656
1,NY,1,1,1,g,3.0,23,23,0,0.0,0.0,1,1,3,3,1,0,2,701
1,NY,1,1,1,g,3.0,23,23,0,3.0,2.0,1,1,3,3,1,0,2,714
4,TN,1,1,16,g,3.0,48,48,0,3.0,14.0,1,1,1,2,1,1,1,599
4,TN,1,1,16,g,3.0,48,48,0,3.0,14.0,1,1,3,2,1,1,1,618
4,TN,1,1,16,g,3.0,48,48,0,3.0,14.0,1,1,3,2,1,1,1,618
4,TN,1,1,16,g,3.0,48,48,0,3.0,14.0,1,1,3,2,1,1,4,639
4,TN,1,1,16,g,3.0,48,48,0,3.0,14.0,1,1,3,2,1,1,4,639
1,WA,1,0,9,f,3.0,31,31,0,2.0,3.0,1,1,2,2,1,1,2,627
1,WA,1,0,9,f,3.0,31,31,0,2.0,3.0,1,1,2,2,1,1,2,632
1,IN,1,0,15,e,4.0,56,56,0,0.0,0.0,0,0,2,2,0,0,2,576
1,IN,1,0,15,e,4.0,56,56,0,0.0,0.0,0,0,2,2,0,0,2,576
0,CO,1,0,4,e,0.0,32,32,0,3.0,3.0,1,0,3,3,1,0,3,616
0,CO,1,0,4,e,0.0,32,32,0,3.0,3.0,1,1,3,3,1,2,3,656
0,CO,1,0,4,e,0.0,32,32,0,3.0,3.0,1,1,3,3,1,2,3,656
0,CO,1,0,4,e,0.0,32,32,0,3.0,3.0,1,1,3,3,1,2,3,656
0,CO,1,0,4,e,0.0,32,32,0,3.0,3.0,1,1,3,3,1,2,3,656
4,CT,1,1,6,f,3.0,42,42,0,3.0,15.0,2,0,3,3,0,0,4,625
4,CT,1,1,6,f,3.0,42,42,0,3.0,15.0,2,0,3,3,0,0,4,625
0,ID,1,1,12,d,3.0,41,20,0,4.0,5.0,0,1,4,3,0,0,4,590
0,ID,1,1,12,d,3.0,41,20,0,4.0,5.0,0,1,4,3,0,0,4,592
0,ID,1,1,12,d,3.0,41,20,0,4.0,5.0,0,1,4,3,0,0,4,592
0,ID,1,1,12,d,3.0,41,20,0,4.0,5.0,0,1,4,3,0,0,4,606
3,NV,1,0,11,c,3.0,58,58,0,2.0,8.0,1,1,1,2,1,2,1,604
3,NV,1,0,11,c,3.0,58,58,0,2.0,8.0,0,0,1,2,0,0,1,590
3,NV,1,0,11,c,3.0,58,58,0,2.0,8.0,0,0,1,2,0,0,1,609
3,NV,1,0,11,c,3.0,58,58,0,2.0,8.0,0,0,1,2,0,0,1,578
1,CT,1,0,13,d,2.0,72,72,0,1.0,3.0,1,0,3,3,1,0,4,653
1,CT,1,0,13,d,2.0,72,72,0,1.0,3.0,0,0,1,2,0,0,4,609
1,CT,1,0,13,d,2.0,72,72,0,1.0,3.0,0,0,1,2,0,0,1,595
2,PA,1,1,15,f,0.0,52,52,0,3.0,5.0,1,1,3,2,1,2,2,639
2,PA,1,1,15,f,0.0,52,52,0,3.0,5.0,1,1,3,2,1,2,4,668
2,PA,1,1,15,f,0.0,52,52,0,3.0,5.0,1,1,3,2,1,2,4,668
2,PA,1,1,15,f,0.0,52,52,0,3.0,5.0,1,1,3,2,1,2,2,657
2,MS,2,0,5,h,0.0,28,25,1,2.0,6.0,0,0,1,1,0,0,4,595
2,MS,2,0,5,h,0.0,28,25,1,2.0,6.0,1,1,2,2,1,2,4,711
2,MS,2,0,5,h,0.0,28,25,1,2.0,6.0,1,1,2,2,1,2,3,705
2,MS,2,0,5,h,0.0,28,25,1,2.0,6.0,1,1,2,2,1,2,3,706
1,UT,1,1,9,e,3.0,29,29,0,1.0,6.0,2,1,2,3,0,1,3,590
1,UT,1,1,9,e,3.0,29,29,0,1.0,6.0,2,1,3,3,0,1,3,601
1,UT,1,1,9,e,3.0,29,29,0,1.0,6.0,2,1,3,3,0,1,3,601
1,UT,1,1,9,e,3.0,29,29,0,1.0,6.0,2,0,3,3,0,1,3,599
1,UT,1,1,9,e,3.0,29,29,0,1.0,6.0,2,0,3,3,0,1,1,592
3,MD,1,0,10,e,4.0,46,46,0,2.0,0.0,1,0,3,3,1,2,4,699
3,MD,1,0,10,e,4.0,46,46,0,2.0,0.0,1,1,2,2,1,1,2,687
2,GA,1,0,14,f,4.0,27,27,0,4.0,3.0,1,1,2,2,1,1,1,608
2,GA,1,0,14,f,4.0,27,27,0,4.0,3.0,1,1,2,2,1,1,1,608
2,GA,1,0,14,f,4.0,27,27,0,4.0,3.0,1,1,2,2,1,1,1,608
2,GA,1,0,14,f,4.0,27,27,0,4.0,3.0,1,1,2,2,1,1,1,608
2,GA,1,0,14,f,4.0,27,27,0,4.0,3.0,1,1,2,2,1,1,1,619
2,GA,1,0,14,f,4.0,27,27,0,4.0,3.0,1,1,2,2,1,1,1,619
1,IN,1,0,3,e,2.0,21,21,0,0.0,0.0,1,1,2,2,1,2,1,689
1,IN,1,0,3,e,2.0,21,21,0,0.0,0.0,1,1,1,2,1,2,1,709
4,NY,2,0,11,f,2.0,25,23,1,3.0,5.0,1,0,3,3,0,0,2,625
4,NY,2,0,11,f,2.0,25,23,1,3.0,5.0,1,0,3,3,0,0,2,625
4,OH,1,0,14,e,0.0,20,20,0,3.0,5.0,1,0,3,3,0,2,3,641
4,OH,1,0,14,e,0.0,20,20,0,3.0,5.0,0,0,3,3,0,0,3,608
4,OH,1,0,14,e,0.0,20,20,0,3.0,5.0,0,0,3,3,0,0,3,612
2,KY,1,0,16,f,0.0,41,41,0,3.0,5.0,1,0,1,3,1,2,1,645
2,KY,1,0,16,f,0.0,41,41,0,3.0,5.0,0,0,3,3,1,2,2,662
2,KY,1,0,16,f,0.0,41,41,0,3.0,5.0,0,0,3,3,1,2,2,674
2,KY,1,0,16,f,0.0,41,41,0,3.0,5.0,0,0,3,3,0,2,2,672
1,MD,1,1,7,f,2.0,36,36,0,2.0,7.0,1,1,1,1,1,2,1,641
1,MD,1,1,7,f,2.0,36,36,0,2.0,7.0,1,0,2,2,0,2,1,640
1,MD,1,1,7,f,2.0,36,36,0,2.0,7.0,1,0,2,2,0,2,1,632
1,MD,1,1,7,f,2.0,36,36,0,2.0,7.0,1,0,2,2,0,2,1,632
0,NY,2,1,15,e,0.0,42,36,1,0.0,0.0,0,0,4,3,0,0,2,646
0,NY,2,1,15,e,2.0,42,36,1,0.0,0.0,0,0,4,3,0,0,4,656
0,NY,2,1,15,e,2.0,42,36,1,0.0,0.0,0,0,4,3,0,0,4,656
4,MD,1,0,14,f,4.0,37,37,0,2.0,2.0,1,1,1,1,1,2,2,672
4,MD,1,0,14,f,4.0,37,37,0,2.0,2.0,1,1,1,1,1,2,2,672
3,AL,2,1,6,h,0.0,75,72,1,1.0,15.0,1,0,2,3,0,1,1,639
3,AL,2,1,6,h,0.0,75,72,1,1.0,15.0,1,0,2,2,0,1,1,640
3,AL,2,0,6,h,0.0,75,72,1,1.0,15.0,1,0,2,2,0,1,1,642
3,AL,2,0,6,h,0.0,75,72,1,1.0,15.0,1,0,2,2,0,1,1,642
3,AL,2,0,6,h,0.0,75,72,1,1.0,15.0,1,0,2,2,0,1,2,638
3,AL,2,0,6,h,0.0,75,72,1,1.0,15.0,1,0,2,2,0,1,1,642
3,AL,2,0,6,h,0.0,75,72,1,1.0,15.0,1,0,2,2,0,1,1,642
2,FL,1,1,3,f,4.0,45,45,0,1.0,0.0,0,0,3,3,0,0,4,705
2,FL,1,1,3,f,4.0,45,45,0,1.0,8.0,0,0,3,3,0,0,4,656
2,FL,1,1,3,f,4.0,45,45,0,1.0,8.0,2,0,1,3,1,2,3,678
2,FL,1,1,3,f,4.0,45,45,0,1.0,8.0,2,0,1,3,1,2,3,678
3,NY,1,1,12,e,1.0,59,59,0,3.0,15.0,1,0,3,3,1,0,2,583
3,NY,1,1,12,e,1.0,59,59,0,3.0,15.0,1,1,3,3,1,0,2,597
3,NY,1,0,1,g,0.0,58,58,0,1.0,15.0,1,1,1,2,1,1,2,634
3,NY,1,0,1,g,2.0,58,58,0,1.0,15.0,1,1,3,3,1,1,2,685
1,OR,1,1,11,e,3.0,75,75,0,3.0,1.0,1,1,3,3,1,1,2,617
1,OR,1,1,11,e,3.0,75,75,0,3.0,1.0,1,0,3,3,0,1,2,611
1,OR,1,1,11,e,3.0,75,75,0,3.0,1.0,1,0,3,3,0,1,2,611
1,OR,1,1,11,e,3.0,75,75,0,3.0,1.0,1,0,3,3,0,1,2,620
1,OR,1,1,11,e,3.0,75,75,0,3.0,1.0,1,0,3,3,0,1,2,620
1,OR,1,1,11,e,3.0,75,75,0,3.0,1.0,1,0,3,3,0,1,2,597
3,CO,2,1,12,g,0.0,38,38,1,4.0,13.0,1,0,3,3,0,2,1,604
3,CO,2,1,12,g,0.0,38,38,1,4.0,13.0,1,0,3,3,0,2,1,604
3,CO,2,1,12,g,0.0,38,38,1,4.0,13.0,1,0,4,3,0,1,1,623
3,CO,2,1,12,g,0.0,38,38,1,4.0,13.0,1,0,4,3,0,1,1,632
3,CO,2,1,12,g,0.0,38,38,1,4.0,13.0,1,1,4,3,0,1,1,633
4,DE,1,1,1,g,1.0,75,75,0,4.0,6.0,1,0,3,3,0,1,2,634
4,DE,1,1,1,g,1.0,75,75,0,4.0,6.0,2,0,4,3,0,1,2,634
4,DE,1,1,1,g,1.0,75,75,0,4.0,6.0,2,0,4,3,0,1,2,634
2,FL,2,0,5,f,1.0,48,39,0,3.0,2.0,1,1,3,3,0,1,4,588
2,FL,2,0,5,f,1.0,48,39,0,3.0,2.0,1,1,3,3,0,1,4,608
2,FL,2,0,5,f,1.0,48,39,0,3.0,2.0,1,1,3,3,0,1,4,608
2,FL,2,0,5,f,1.0,48,39,0,3.0,2.0,1,1,3,3,0,1,4,608
4,AR,1,0,0,d,0.0,19,19,0,1.0,2.0,2,1,2,3,1,1,1,749
4,AR,1,0,0,d,0.0,19,19,0,1.0,2.0,1,1,1,3,1,2,1,758
4,AR,1,0,0,d,0.0,19,19,0,1.0,2.0,1,1,1,3,1,2,1,737
4,AR,1,0,0,d,0.0,19,19,0,1.0,2.0,2,1,1,2,0,2,1,720
4,AR,1,0,0,d,0.0,19,19,0,1.0,2.0,2,1,1,2,0,2,1,721
3,FL,2,0,13,e,3.0,37,18,0,1.0,3.0,1,1,3,3,1,2,4,709
3,FL,2,0,13,e,3.0,37,18,0,1.0,3.0,1,1,1,3,1,2,3,681
1,NY,1,0,0,f,3.0,46,44,1,3.0,7.0,1,0,2,2,0,0,2,718
1,NY,1,0,0,f,3.0,46,44,1,3.0,7.0,1,0,2,2,0,0,2,718
3,FL,1,0,6,d,3.0,25,25,0,2.0,5.0,1,0,1,1,1,1,3,662
3,FL,1,0,6,d,3.0,25,25,0,2.0,5.0,1,0,3,3,1,1,3,675
2,ME,1,1,5,f,4.0,52,52,0,1.0,4.0,1,1,3,3,1,1,4,600
2,ME,1,1,5,f,4.0,52,52,0,1.0,4.0,1,1,3,3,1,1,1,572
2,ME,1,1,5,f,4.0,52,52,0,1.0,4.0,1,1,3,3,1,1,1,580
2,ME,1,1,5,f,4.0,52,52,0,1.0,4.0,1,1,3,3,1,1,1,572
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,0,3,523
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,0,3,521
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,2,3,546
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,0,3,518
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,0,3,515
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,0,3,515
2,OH,1,1,4,f,3.0,61,61,0,3.0,6.0,0,0,3,3,0,0,3,518
2,OH,1,1,4,f,3.0,61,61,0,3.0,11.0,0,0,3,3,0,0,3,518
2,FL,1,0,2,e,1.0,33,33,0,1.0,5.0,1,0,1,2,0,2,3,615
2,FL,1,0,2,e,1.0,33,33,0,1.0,5.0,1,0,1,2,0,2,3,620
2,FL,1,0,2,e,1.0,33,33,0,1.0,5.0,1,0,1,2,0,2,3,620
2,FL,1,0,2,e,1.0,33,33,0,1.0,5.0,1,0,1,2,1,2,3,635
2,FL,1,0,2,e,1.0,33,33,0,1.0,5.0,1,0,1,2,1,2,3,639
1,PA,1,1,12,c,4.0,60,48,1,3.0,5.0,1,0,2,3,0,1,2,605
1,PA,1,1,12,c,4.0,60,48,1,3.0,5.0,1,0,2,3,0,1,2,594
1,PA,1,1,12,c,4.0,60,48,1,3.0,5.0,1,0,3,3,1,1,2,592
1,PA,1,1,12,c,4.0,60,48,1,3.0,5.0,1,0,3,3,1,1,2,598
3,MD,1,1,7,f,4.0,42,42,0,2.0,1.0,2,1,2,2,1,3,2,671
3,MD,1,1,7,f,4.0,42,42,0,2.0,1.0,2,1,2,2,1,3,3,681
2,OH,2,1,16,e,4.0,64,38,0,1.0,7.0,2,0,3,3,0,3,3,621
2,OH,2,1,16,e,4.0,64,38,0,1.0,7.0,1,1,1,1,1,1,3,619
2,OH,2,1,16,e,4.0,64,38,0,1.0,7.0,1,1,1,1,1,1,3,635
2,OH,2,1,16,e,4.0,64,38,0,1.0,7.0,1,1,1,1,1,1,3,633
2,OH,2,1,16,e,4.0,64,38,0,1.0,7.0,1,1,1,1,1,1,3,633
3,OR,1,0,26,d,0.0,46,46,0,3.0,5.0,0,0,3,3,0,0,4,562
3,OR,1,0,26,d,0.0,46,46,0,3.0,5.0,0,0,3,3,0,0,3,588
3,OR,1,0,26,d,0.0,46,46,0,3.0,5.0,0,0,3,3,0,0,3,588
3,OR,1,0,26,d,0.0,46,46,0,3.0,5.0,0,0,3,3,0,0,2,579
3,OK,1,0,5,g,0.0,24,24,0,2.0,2.0,0,0,1,2,0,0,2,556
3,OK,1,0,5,g,0.0,24,24,0,2.0,2.0,2,0,2,2,0,3,2,659
3,OK,1,0,5,g,0.0,24,24,0,2.0,2.0,2,0,2,2,0,3,2,672
3,OK,1,0,5,g,0.0,24,24,0,2.0,2.0,2,0,2,2,0,3,2,663
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,2,0,3,3,0,2,3,561
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,1,0,3,3,1,1,3,591
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,1,0,3,3,1,1,3,591
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,1,0,3,3,1,1,3,591
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,1,0,3,3,1,1,3,591
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,1,0,3,3,1,1,3,591
2,FL,2,1,4,f,1.0,75,75,1,3.0,5.0,1,0,3,3,1,1,3,594
3,GA,1,0,14,g,0.0,22,22,0,0.0,0.0,1,1,2,2,1,2,2,723
3,GA,1,0,14,g,0.0,22,22,0,0.0,0.0,0,0,2,2,0,0,2,600
3,GA,1,0,14,g,0.0,22,22,0,1.0,3.0,0,0,2,2,0,0,2,619
3,GA,1,0,14,g,0.0,22,22,0,1.0,3.0,0,0,2,2,0,0,2,626
3,GA,1,0,14,g,0.0,22,22,0,1.0,3.0,0,0,2,2,0,0,2,620
3,GA,1,0,14,g,0.0,22,22,0,1.0,3.0,0,0,2,2,0,0,2,622
1,KS,2,1,4,d,0.0,47,16,0,3.0,7.0,0,0,1,1,0,0,4,628
1,KS,2,1,4,d,0.0,47,16,0,3.0,7.0,1,0,3,3,0,2,2,682
0,MS,1,1,10,e,0.0,28,28,0,0.0,0.0,0,0,1,1,0,0,2,598
0,MS,1,1,10,e,0.0,28,28,0,0.0,0.0,1,1,1,1,1,2,2,729
2,IN,2,1,12,g,1.0,75,75,1,3.0,15.0,1,0,3,3,0,2,4,606
2,IN,2,1,12,g,1.0,75,75,1,3.0,15.0,1,0,3,3,0,2,3,619
2,IN,2,1,12,g,1.0,75,75,1,3.0,15.0,1,0,3,3,0,2,3,638
0,AR,1,0,1,d,0.0,33,33,0,3.0,5.0,1,1,1,1,1,2,2,632
0,AR,1,0,1,d,0.0,33,33,0,3.0,5.0,1,0,1,1,0,1,2,633
0,AR,1,0,1,d,0.0,33,33,0,3.0,5.0,1,0,1,1,0,1,2,633
4,FL,2,1,3,f,1.0,47,47,1,3.0,15.0,2,0,1,1,0,3,3,592
4,FL,2,1,3,f,1.0,47,47,1,3.0,15.0,1,1,3,3,0,1,3,642
4,FL,2,1,3,f,1.0,47,47,1,3.0,15.0,1,1,3,3,0,1,3,655
4,FL,2,1,3,f,1.0,47,47,1,3.0,15.0,1,1,3,3,0,1,3,655
4,FL,2,0,3,f,1.0,47,47,1,3.0,15.0,1,1,3,3,0,1,3,669
4,FL,2,0,3,f,1.0,47,47,1,3.0,15.0,1,1,3,3,0,1,3,669
1,AL,1,1,9,e,0.0,34,34,0,2.0,6.0,0,0,2,2,0,0,4,566
1,AL,1,1,9,e,0.0,34,34,0,2.0,6.0,1,1,2,2,1,2,2,625
1,AL,1,1,9,e,0.0,34,34,0,2.0,6.0,1,1,2,2,1,2,1,631
1,AL,1,1,9,e,0.0,34,34,0,2.0,6.0,1,1,2,2,1,2,1,631
3,NH,2,1,3,d,0.0,52,20,1,3.0,3.0,1,0,3,2,1,2,1,630
3,NH,2,1,3,d,0.0,52,20,1,3.0,3.0,1,0,3,3,1,1,3,647
0,FL,2,0,12,d,2.0,49,41,1,1.0,1.0,0,0,2,1,0,0,2,574
0,FL,2,0,12,d,2.0,49,41,1,1.0,1.0,0,0,2,1,0,0,4,577
1,AL,1,1,11,e,0.0,33,33,0,1.0,7.0,0,1,1,2,0,0,4,628
1,AL,1,1,11,e,0.0,33,33,0,1.0,7.0,0,1,1,2,0,0,1,619
1,AL,1,1,11,e,0.0,33,33,0,1.0,7.0,0,0,1,2,0,0,1,599
1,AL,1,1,11,e,0.0,33,33,0,1.0,7.0,0,0,1,2,0,0,1,599
1,AL,1,1,11,e,0.0,33,33,0,1.0,7.0,0,0,1,2,0,0,1,599
1,FL,1,0,15,d,2.0,27,27,0,3.0,12.0,1,0,2,3,0,2,3,654
1,FL,1,0,15,d,2.0,27,27,0,3.0,12.0,1,0,2,3,0,2,3,654
1,FL,1,0,15,d,2.0,27,27,0,3.0,12.0,0,0,1,3,0,2,3,632
1,FL,1,0,15,d,2.0,27,27,0,3.0,12.0,0,0,2,3,0,0,3,649
1,FL,1,0,15,d,2.0,27,27,0,3.0,12.0,0,0,2,3,0,0,3,649
1,FL,1,0,15,d,2.0,27,27,0,3.0,12.0,0,0,2,3,0,1,3,654
3,TN,2,0,8,e,0.0,27,27,1,3.0,13.0,1,1,1,1,1,2,2,602
3,TN,2,0,8,e,0.0,27,27,1,3.0,13.0,1,1,1,1,1,2,2,598
3,TN,2,0,8,e,0.0,27,27,1,3.0,13.0,1,1,1,1,1,2,2,605
3,TN,2,0,8,e,0.0,27,27,1,3.0,13.0,1,1,1,1,0,2,2,599
3,TN,2,0,8,e,0.0,27,27,1,3.0,13.0,1,1,1,1,0,2,1,595
1,NV,1,0,1,f,0.0,23,23,0,3.0,4.0,1,0,3,3,0,2,2,668
1,NV,1,0,1,f,0.0,23,23,0,3.0,4.0,1,1,3,3,1,2,2,698
1,NV,1,0,1,f,0.0,23,23,0,3.0,4.0,1,1,3,3,1,2,2,707
1,NV,1,0,1,f,0.0,23,23,0,3.0,4.0,1,1,2,3,1,2,2,697
1,NV,1,0,1,f,0.0,23,23,0,3.0,4.0,1,1,2,3,1,2,2,697
1,NV,1,0,1,f,0.0,23,23,0,3.0,4.0,1,1,2,3,1,2,2,693
0,OH,1,1,19,e,0.0,62,62,0,2.0,15.0,0,0,2,2,0,0,3,586
0,OH,1,1,19,e,0.0,62,62,0,2.0,15.0,0,0,2,2,0,0,3,588
0,OH,1,1,19,e,0.0,62,62,0,2.0,15.0,0,0,2,2,0,0,3,599
1,NY,1,0,1,f,2.0,47,47,0,1.0,3.0,2,1,1,3,1,0,3,714
