price,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
0.2435,0.29,3,64400,1728,62,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.265,0.18,140,56700,1666,62,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.4,0.24,4,75400,2022,62,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.2728,0.08,46,183300,2225,62,4,1,2,9,hot air,gas,septic,No,No,No
0.255,0.17,115,53700,1023,62,2,0,1,6,hot air,gas,public/commercial,No,No,No
0.22,0.13,17,51400,1290,62,2,0,1.5,4,electric,electric,public/commercial,No,No,Yes
0.775,0.48,31,72600,3968,62,5,4,3.5,12,hot air,gas,public/commercial,No,No,Yes
0.233,0.14,129,93000,1699,62,4,0,1,9,hot water/steam,gas,public/commercial,No,No,No
0.216977,0.48,27,57800,2137,62,4,0,1,9,hot water/steam,gas,public/commercial,No,No,No
0.245,0.03,5,27000,1428,62,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.159,0.24,35,49100,936,62,3,0,1,8,hot air,gas,public/commercial,No,No,Yes
0.725,0.21,3,70600,2586,62,4,1,3,10,hot air,gas,public/commercial,No,No,Yes
0.2683,0.16,6,36800,1373,62,3,1,2,5,hot air,gas,public/commercial,No,No,No
0.159,0.28,33,51800,1272,62,3,0,1,6,hot air,gas,public/commercial,No,No,No
0.155,0.3,33,53000,1368,62,3,1,2,8,hot air,gas,public/commercial,No,No,Yes
0.345,0.29,18,46400,2120,62,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.1652,0.3,34,53000,1279,62,2,0,1,5,hot air,gas,public/commercial,No,No,No
0.185,0.53,35,66500,1104,62,2,0,1,3,hot air,gas,public/commercial,No,No,Yes
0.2255,0.28,41,64000,1092,62,3,1,1,4,hot water/steam,gas,public/commercial,No,No,No
0.42,0.11,121,87000,2247,62,4,0,2,10,hot water/steam,gas,public/commercial,No,No,No
0.22,0.18,53,101000,1146,62,4,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.62,0.53,23,225800,3250,62,3,2,2.5,10,hot air,gas,public/commercial,No,No,No
0.26,0.35,18,50000,1920,62,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.3599,0.5,0,65000,1932,62,3,1,2,7,hot air,gas,public/commercial,No,No,No
0.375,0.14,4,112100,1620,62,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.3029,0.22,50,72000,1640,62,3,0,1,4,hot water/steam,gas,public/commercial,No,No,No
0.175,0.17,39,55800,1040,62,5,0,1.5,6,hot air,gas,public/commercial,No,No,No
0.26,5.35,37,137800,1676,62,4,0,2,8,hot air,oil,septic,No,No,Yes
0.27,0.33,16,48800,1991,62,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.485,0.24,17,60200,1908,62,4,1,3.5,9,hot air,gas,public/commercial,No,No,Yes
0.2,0.57,85,62500,966,62,3,0,1,4,hot air,oil,public/commercial,No,No,No
0.367,0.03,19,27000,1815,62,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
0.175,0.3,32,53000,1664,62,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.203,0.04,19,25600,1216,62,2,1,2,4,hot air,gas,public/commercial,No,No,Yes
0.17,0.16,33,54900,1564,62,3,0,2,7,hot air,gas,public/commercial,No,No,Yes
0.375,0.31,32,143200,2752,62,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.1599,0.25,35,50000,936,62,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.23,0.14,95,50800,1617,62,4,0,1.5,9,hot air,gas,public/commercial,No,No,No
0.375,0.12,69,195000,1452,62,3,1,2,5,hot water/steam,gas,public/commercial,No,No,No
0.421,0.31,5,80600,1911,62,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.218,0.28,31,80800,1580,62,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.16785,0.27,34,51200,1920,62,3,1,1,5,hot air,gas,public/commercial,No,No,Yes
0.2525,0.21,80,115000,1155,62,4,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.65,0.34,3,82400,3770,62,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
0.38,0.04,18,36000,1675,62,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.2145,0.21,33,107000,912,62,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.2185,0.17,115,55800,1510,62,3,0,1,8,hot water/steam,gas,public/commercial,No,No,No
0.174,0.16,35,54900,864,62,2,0,1,6,hot air,gas,public/commercial,No,No,Yes
0.225,0.46,35,62600,1600,62,4,0,2,6,hot air,gas,public/commercial,No,No,Yes
0.30975,0.07,15,48200,1744,62,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
0.6583,0.69,3,101500,3208,62,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.203,0.06,16,45800,1290,62,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.375,0.03,19,27000,1900,62,2,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.0625,1,25,24700,2808,35,3,0,1,11,hot air,oil,septic,No,No,No
0.205,0.19,18,7300,1576,35,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
0.0845,0.2,135,7300,1118,35,3,0,1,5,hot water/steam,gas,public/commercial,No,No,No
0.2805,1.09,8,23000,1752,35,3,2,2,6,hot air,gas,septic,No,No,Yes
0.182,0.02,32,22500,1753,35,3,0,1.5,5,electric,electric,septic,No,No,No
0.571,1,14,128500,2186,62,3,0,2.5,10,hot air,gas,none,No,No,Yes
0.168,0.25,35,50000,1800,62,2,0,1,5,hot air,gas,public/commercial,No,No,No
0.354,0.46,30,56600,2462,62,5,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.238,0.2,50,70000,1286,62,5,0,2,10,hot water/steam,gas,public/commercial,No,No,No
0.182,0.16,35,97000,1337,62,3,0,1,8,hot air,gas,public/commercial,No,No,Yes
0.2185,0.17,5,37600,1170,62,2,1,2.5,4,hot air,gas,public/commercial,No,No,No
0.2275,0.55,53,73400,1185,62,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.375,0.5,19,59000,2424,62,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.3999,0.09,125,83000,1828,62,3,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.36,0.34,41,80000,2176,62,4,1,2.5,8,electric,electric,septic,No,No,Yes
0.4125,0.39,4,85400,2000,62,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.2685,0.18,10,38400,1340,62,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.3003,0.13,52,63000,1208,62,3,0,1,6,hot air,gas,public/commercial,No,No,No
0.3825,0.19,2,57600,2244,62,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.189,0.3,31,53000,1592,62,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.295,0.39,17,52400,1831,62,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.22,0.01,37,182600,1093,62,2,1,1.5,5,hot water/steam,gas,septic,No,No,No
0.223,0.12,110,89000,1460,62,2,0,1,5,hot water/steam,gas,public/commercial,No,No,No
0.399,0.25,152,115000,2128,62,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No,No
0.16948,0.24,30,49100,1368,62,3,0,1,5,hot air,gas,public/commercial,No,No,No
0.34775,0.15,1,36000,2200,62,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.455,0.25,23,61000,2310,62,2,1,3,8,hot air,gas,public/commercial,No,No,Yes
0.2499,0.04,12,25600,1776,62,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.25,0.05,8,32000,1852,62,3,0,2.5,9,electric,electric,public/commercial,No,No,Yes
0.265,0.32,42,144900,1092,62,2,0,2,4,hot air,gas,public/commercial,No,No,Yes
0.67,0.11,121,87000,2247,62,4,0,2,8,hot water/steam,gas,public/commercial,No,No,No
0.195,0.11,19,49800,1311,62,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.36,0.13,4,110200,1392,62,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.175,0.4,33,59000,1116,62,4,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.1665,0.1,115,49500,812,62,2,0,1,4,hot air,gas,public/commercial,No,No,No
0.1901,0.48,27,31700,1872,52,4,1,2.5,8,hot air,gas,septic,No,No,No
0.1805,0.75,8,20500,1248,40,3,0,2,5,hot air,electric,public/commercial,No,No,Yes
0.44,0.19,3,97300,1702,52,2,0,2,4,hot water/steam,gas,septic,Yes,No,No
0.17,0.51,57,13300,1346,52,2,1,1,4,hot water/steam,oil,septic,No,No,No
0.22,0.63,20,17700,1596,52,3,1,2,6,hot water/steam,gas,septic,No,No,No
0.0705,0.09,57,1000,884,36,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.065,0.13,137,700,814,36,2,0,1,3,hot air,gas,septic,No,No,No
0.1275,0.19,71,3200,720,36,2,0,1,5,hot air,gas,public/commercial,No,No,No
0.155,0.57,28,2600,2051,36,3,0,1,5,electric,electric,septic,No,No,No
0.2555,0.92,11,2600,1590,36,2,1,2,6,hot air,oil,septic,No,No,Yes
0.136,0.35,39,1600,1202,36,3,0,1,6,electric,electric,septic,No,No,No
0.204,0.86,16,4300,2016,36,3,0,1.5,5,hot water/steam,oil,septic,No,No,No
0.2,0.8,6,2000,1274,36,3,1,2,6,hot air,gas,septic,No,No,No
0.163,0.36,40,3600,960,36,3,0,1,5,hot air,oil,septic,No,No,No
0.14935,0.44,47,4000,1056,36,3,0,1,6,hot air,gas,septic,No,No,Yes
0.235,0.25,12,5200,1820,36,3,0,3.5,8,hot air,oil,septic,No,No,Yes
0.26,0.65,27,16500,2486,62,4,1,2.5,7,hot air,gas,septic,No,No,No
0.21,0.46,27,13800,1890,62,3,0,2.5,9,hot air,gas,septic,No,No,Yes
0.1599,0.7,84,4600,1274,36,4,1,1,6,hot water/steam,oil,septic,No,No,No
0.209,0.55,14,3000,1716,36,4,0,2,6,hot air,oil,septic,No,No,Yes
0.135,0.35,22,12000,1336,62,2,1,1.5,4,electric,electric,septic,No,No,Yes
0.2,0.96,45,8700,1392,62,3,0,1,5,hot air,gas,septic,No,No,No
0.4326,0.54,1,20400,2346,62,4,0,2.5,10,hot air,gas,septic,No,No,Yes
0.195,0.47,19,14100,1475,62,3,0,1.5,7,hot air,gas,septic,No,No,No
0.165,0.52,16,5500,1248,27,3,0,2,6,electric,electric,septic,No,No,No
0.198,0.15,16,10000,1920,27,4,1,2.5,10,electric,electric,septic,No,Yes,Yes
0.219,0.65,2,4000,2040,27,4,0,2.5,8,hot air,oil,septic,No,No,No
0.43,1.34,15,75700,2649,21,3,1,3,7,electric,electric,septic,Yes,No,No
0.12,0.17,105,4100,1500,64,3,0,1,6,hot air,oil,septic,No,No,No
0.373735,0.53,1,233000,3163,64,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,Yes
0.183853,0.14,18,19600,1343,64,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.2135,0.46,17,36600,1573,64,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
0.155,0.09,18,20500,1270,64,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
0.197,0.41,14,26700,1316,64,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
0.392499,0.48,11,47400,3092,64,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.2299,0.44,7,24200,1328,64,3,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.28925,0.42,14,28500,2560,64,4,1,2.5,12,hot water/steam,oil,septic,No,No,No
0.1899,0.12,17,16800,1343,64,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.3972,0.46,1,3200,3250,64,4,1,3,12,hot air,gas,public/commercial,No,Yes,Yes
0.389405,0.35,1,233000,3086,64,3,1,2.5,8,hot air,gas,public/commercial,No,Yes,Yes
0.135,0.66,155,25200,1080,64,2,1,1,3,hot water/steam,oil,septic,No,No,No
0.174,0.13,16,18200,1120,64,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.525,0.46,1,70100,2876,64,5,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
0.135,0.01,19,9900,1281,64,2,0,2.5,3,electric,electric,public/commercial,No,No,Yes
0.412,0.62,9,57800,2900,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.186,0.08,18,20400,1512,64,2,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.453935,0.58,1,233000,2879,64,4,1,2.5,9,hot air,gas,public/commercial,No,Yes,Yes
0.355,0.69,3,43700,2537,64,4,1,2,11,hot air,gas,public/commercial,No,No,Yes
0.186,0.35,37,23500,1056,64,3,0,1,4,hot water/steam,gas,public/commercial,No,No,No
0.197,0.14,16,19600,1296,64,2,1,1.5,6,hot air,gas,public/commercial,No,No,No
0.18,0.13,18,20900,1512,64,2,1,1.5,3,electric,electric,public/commercial,No,No,Yes
0.178,0.47,27,32000,1338,64,3,1,2,7,hot air,oil,public/commercial,No,No,No
0.305,0.33,10,35400,2368,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.262,0.46,8,25100,1528,64,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.225,0.89,27,30900,1857,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.40304,0.49,0,233000,3320,64,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
0.3885,0.46,14,36600,2227,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.417,0.13,6,46500,2742,64,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.41,0.5,9,37800,2988,64,5,1,2.5,11,hot air,gas,public/commercial,No,No,No
0.17,0.35,17,37000,1656,64,3,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.295,0.01,9,28400,1760,64,3,1,2.5,5,hot air,gas,public/commercial,No,No,No
0.216,0.38,39,25000,1702,64,4,1,1.5,8,hot air,gas,public/commercial,No,No,No
0.221649,0.37,38,24500,1682,64,3,1,1.5,4,hot water/steam,gas,public/commercial,No,No,No
0.1999,0.21,17,28800,1180,64,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.463,0.64,3,153800,2885,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.1465,0.02,20,14900,1281,64,2,0,2.5,3,electric,electric,public/commercial,No,No,Yes
0.225,0.24,18,29500,1596,64,3,1,2,4,hot air,gas,public/commercial,No,No,Yes
0.16,0.16,21,15100,1184,40,3,0,2,4,electric,electric,public/commercial,No,No,No
0.275055,0.46,1,108900,2745,40,4,1,3,8,hot air,gas,public/commercial,No,Yes,Yes
0.315513,0.46,1,108900,2680,40,4,1,2.5,11,hot air,gas,public/commercial,No,Yes,Yes
0.323759,0.35,1,108900,2483,40,3,1,2.5,10,hot air,gas,public/commercial,No,Yes,No
0.1675,0.92,19,25000,1188,40,3,0,1,4,hot air,oil,septic,No,No,No
0.272699,0.3,1,108900,2366,40,4,1,3,7,hot air,gas,public/commercial,No,Yes,Yes
0.1775,0.31,19,27000,1508,40,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
0.128,1,50,20500,792,40,2,0,1,4,hot water/steam,oil,septic,No,No,No
0.317105,0.44,1,108900,3285,40,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
0.1445,0.15,18,15100,1673,40,2,0,2,5,electric,gas,public/commercial,No,No,No
0.26,0.33,7,26000,2000,64,4,0,2.5,7,hot air,gas,public/commercial,No,No,No
0.244,0.33,18,27000,1561,40,3,1,1.5,4,electric,electric,public/commercial,No,No,No
0.287989,0.4,1,108900,2828,40,4,1,3,9,hot air,gas,public/commercial,No,Yes,Yes
0.159,0.16,18,15100,1592,40,3,0,1.5,8,electric,electric,public/commercial,No,No,No
0.167,0.16,18,15100,1184,40,3,0,2,8,electric,electric,public/commercial,No,No,No
0.348,0.17,14,10200,1708,40,2,1,2,4,hot air,oil,public/commercial,No,No,Yes
0.14,0.17,26,15200,1276,40,2,1,2,6,hot air,electric,public/commercial,No,No,Yes
0.145,0.15,20,15100,1184,40,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.15045,0.17,21,15800,908,40,2,0,1,5,electric,electric,public/commercial,No,No,No
0.23,0.95,15,32800,1612,64,3,1,2,6,hot water/steam,gas,septic,No,No,No
0.147423,0.16,19,15700,912,40,2,1,1.5,3,electric,electric,public/commercial,No,No,No
0.223,0.33,17,27000,1508,40,3,1,1.5,6,electric,electric,public/commercial,No,No,No
0.1675,0.16,18,15100,1492,40,3,0,2.5,6,electric,electric,public/commercial,No,No,No
0.299,0.1,25,6000,874,40,3,1,1,5,electric,electric,public/commercial,No,No,No
0.2359,0.59,33,26400,1573,64,4,1,2.5,6,hot water/steam,gas,public/commercial,No,No,No
0.147,0.24,115,7200,1227,64,3,1,1,5,hot air,gas,public/commercial,No,No,No
0.305,0.53,13,31300,2494,64,3,1,2.5,7,hot air,gas,septic,No,No,No
0.154,0.17,21,15800,912,40,2,0,1.5,7,electric,electric,public/commercial,No,No,No
0.149,0.15,20,15700,988,40,2,0,1,7,electric,electric,public/commercial,No,No,No
0.300279,0.54,1,108900,2762,40,4,1,3,9,hot air,gas,septic,No,Yes,No
0.278,0.64,33,26500,2625,64,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
0.202,0.47,28,24600,1222,64,2,0,1,6,electric,electric,public/commercial,No,No,No
0.328463,0.49,1,108900,3144,40,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,Yes
0.185,0.45,16,25000,1173,40,3,1,1,5,hot air,gas,septic,No,No,No
0.128,0.17,21,15800,908,40,2,0,1,3,electric,electric,public/commercial,No,No,No
0.335,0.92,16,32700,2274,64,4,1,2.5,10,hot water/steam,gas,septic,No,No,Yes
0.1489,0.16,18,15700,908,40,2,0,1,4,electric,gas,public/commercial,No,No,No
0.2299,0.43,16,25000,1540,40,3,0,1.5,6,hot air,gas,septic,No,No,No
0.215,0.49,28,24900,1196,64,4,1,2,7,hot air,gas,public/commercial,No,No,No
0.253,0.45,16,25000,1780,40,3,1,1.5,9,hot air,gas,septic,No,No,No
0.304065,0.34,1,108900,2670,40,4,1,3,8,hot air,gas,public/commercial,No,Yes,No
0.222,0.34,26,27000,1581,40,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
0.165,0.15,18,15100,1592,40,3,0,1.5,7,electric,electric,public/commercial,No,No,No
0.275,0.37,14,31200,2011,40,4,1,2.5,8,hot air,gas,septic,No,No,Yes
0.325,0.27,105,56500,1391,40,2,1,1,4,electric,electric,public/commercial,Yes,No,No
0.406,1.08,15,21100,2636,40,4,3,2.5,8,hot air,gas,septic,No,No,Yes
0.23,0.31,19,27000,1656,40,3,1,1.5,6,electric,electric,public/commercial,No,No,No
0.125,0.04,130,2400,1518,64,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.148,0.41,84,18200,1182,64,3,1,1.5,8,hot air,oil,public/commercial,No,No,No
0.279,0.44,9,26000,1836,64,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.25,0.62,14,31600,1529,64,2,1,2,6,hot air,gas,septic,No,No,Yes
0.31494,0.37,0,108900,2715,40,4,1,3,10,hot air,gas,public/commercial,No,Yes,No
0.1659,0.16,21,15100,1184,40,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.15,0.75,14,3700,1120,36,3,0,1.5,6,hot air,oil,septic,No,No,No
0.133,0.15,15,2500,1008,36,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.155,0.37,18,2500,1008,36,3,0,1,7,electric,electric,septic,No,No,No
0.22,0.41,57,4800,2077,36,3,1,2,7,hot air,oil,septic,No,No,No
0.229,1.61,26,4500,1572,36,3,0,1.5,4,electric,electric,septic,No,No,No
0.177,0.63,34,5000,1874,36,4,0,1.5,9,hot water/steam,oil,septic,No,No,No
0.12,0.11,50,1300,768,36,2,0,1,6,hot air,gas,public/commercial,No,No,No
0.195,0.29,3,3800,1552,36,3,1,2.5,5,hot air,gas,septic,No,No,No
0.315371,1,1,3400,2331,36,4,1,2.5,8,hot air,gas,septic,No,No,No
0.137,0.36,48,3600,960,36,2,0,1,3,hot air,gas,septic,No,No,No
0.2257,0.36,19,13000,1720,64,3,0,1.5,9,electric,electric,public/commercial,No,No,No
0.2049,0.34,20,13000,1437,64,3,0,1.5,8,electric,electric,public/commercial,No,No,No
0.1895,0.34,19,13000,1510,64,3,0,2,8,hot air,oil,public/commercial,No,No,Yes
0.374,0.72,21,26000,3021,28,4,1,2.5,11,electric,electric,public/commercial,No,No,No
0.319,0.35,12,13000,1960,64,4,0,2.5,8,hot water/steam,gas,septic,No,No,No
0.2941,0.39,11,13000,2112,64,3,1,2.5,10,hot water/steam,gas,septic,No,No,No
0.44076,0.38,0,13000,2917,64,4,1,3,10,hot air,gas,septic,No,No,Yes
0.128,0.16,21,15700,912,40,2,1,1.5,4,electric,electric,public/commercial,No,No,No
0.239505,0.37,1,108900,2244,40,3,1,2.5,10,hot air,gas,public/commercial,No,Yes,No
0.1417,0.15,18,15100,1202,40,2,0,1.5,4,electric,electric,public/commercial,No,No,No
0.2155,0.34,19,27000,2601,40,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.32021,0.81,1,108900,2492,40,3,1,2.5,9,hot air,gas,public/commercial,No,Yes,No
0.273495,0.3,1,108900,2680,40,4,0,2.5,11,hot air,gas,public/commercial,No,Yes,No
0.25635,0.35,1,108900,2271,40,3,1,2.5,6,hot air,gas,public/commercial,No,Yes,No
0.255,0.33,17,27000,2012,40,3,1,3,6,electric,electric,public/commercial,No,No,No
0.124,0.09,13,6700,920,40,3,0,1,8,electric,electric,public/commercial,No,No,No
0.293,1.94,5,110000,2111,40,3,1,2,9,hot air,gas,septic,No,No,Yes
0.147,0.15,20,15100,1184,40,3,1,2,4,hot water/steam,gas,public/commercial,No,No,No
0.284595,0.32,1,108900,2627,40,4,1,3,10,hot air,gas,public/commercial,No,Yes,No
0.342269,0.39,1,108900,2641,40,4,1,3,9,hot air,gas,public/commercial,No,Yes,No
0.229,0.51,25,25000,1736,40,3,1,1.5,8,hot water/steam,gas,public/commercial,No,No,No
0.2169,0.31,19,27000,1656,40,3,1,1.5,7,electric,electric,public/commercial,No,No,No
0.1649,0.15,22,15100,1168,40,3,1,1.5,6,electric,electric,public/commercial,No,No,No
0.149,0.15,18,15100,1385,40,2,1,1.5,3,hot air,gas,public/commercial,No,No,No
0.15,0.18,85,3600,969,64,2,0,1,4,hot air,oil,septic,No,No,No
0.21499,0.32,17,27000,1508,40,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No,No
0.173,0.14,26,15100,1602,40,2,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.1499,0.17,19,15800,912,40,2,1,1.5,4,electric,electric,public/commercial,No,No,No
0.155,0.15,18,15100,1128,40,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.17,0.16,18,15100,1514,40,3,1,1.5,5,electric,electric,public/commercial,No,No,No
0.2375,0.37,19,27000,1535,40,3,0,2,5,hot water/steam,electric,public/commercial,No,No,No
0.297065,0.45,1,108900,2722,40,4,0,3,9,hot air,gas,public/commercial,No,Yes,No
0.342202,0.44,1,108900,2711,40,4,1,2.5,9,hot air,gas,public/commercial,No,Yes,Yes
0.345264,0.88,1,108900,3020,40,4,1,3,11,hot air,gas,public/commercial,No,Yes,Yes
0.325046,0.5,1,108900,2712,40,4,0,2.5,10,hot air,gas,public/commercial,No,Yes,No
0.367,1,19,21400,2556,64,4,1,2.5,8,electric,electric,septic,No,No,Yes
0.1599,0.17,21,15200,1184,40,3,0,2,4,electric,electric,public/commercial,No,No,No
0.145,0.16,21,15700,912,40,2,1,1.5,3,hot air,gas,public/commercial,No,No,No
0.2725,0.32,18,27000,2212,40,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.163255,0.09,25,15100,1602,40,2,1,1.5,3,hot air,gas,public/commercial,No,No,Yes
0.319,0.47,1,108900,3285,40,4,1,3,12,hot air,gas,public/commercial,No,Yes,No
0.1606,0.15,20,15100,1406,40,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.246,0.34,20,27000,1472,40,3,1,2,6,hot air,gas,public/commercial,No,No,Yes
0.153,0.17,57,10200,1072,40,2,0,1,6,hot air,oil,public/commercial,No,No,No
0.295,0.48,15,30000,2504,64,5,1,2.5,10,hot air,gas,septic,No,No,No
0.159,0.16,18,15100,1184,40,2,0,1.5,3,electric,electric,public/commercial,No,No,No
0.1484,0.15,20,15700,912,40,2,1,1.5,5,electric,electric,public/commercial,No,No,No
0.311,0.54,10,30000,2120,40,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.314,0.53,1,108900,3344,40,4,1,3.5,11,hot air,gas,public/commercial,No,Yes,No
0.25,0.4,25,27000,2243,40,3,1,2.5,6,hot air,electric,public/commercial,No,No,Yes
0.149,0.16,21,15700,908,40,2,0,1,3,electric,electric,public/commercial,No,No,No
0.30789,0.55,1,108900,2714,40,4,0,3,12,hot air,gas,public/commercial,No,Yes,No
0.223,0.33,18,27000,1360,40,3,1,1.5,8,electric,electric,public/commercial,No,No,No
0.219,0.47,27,24600,1719,64,3,1,1.5,5,electric,electric,public/commercial,No,No,No
0.178,0.48,28,24800,1404,64,3,1,1.5,6,electric,electric,public/commercial,No,No,No
0.295925,0.56,0,108900,2134,40,4,1,2.5,9,hot air,gas,public/commercial,No,Yes,No
0.14116,0.17,20,15800,912,40,2,0,1.5,6,electric,electric,public/commercial,No,No,No
0.2299,0.34,9,30000,1423,40,3,1,1.5,8,electric,electric,public/commercial,No,No,Yes
0.2549,0.33,10,30000,2044,40,3,0,2,5,hot air,gas,public/commercial,No,No,No
0.126,0.85,28,3900,896,36,2,0,1,4,hot air,oil,septic,No,No,No
0.1765,0.37,55,4600,1380,36,3,1,1.5,6,hot water/steam,oil,septic,No,No,Yes
0.1618,0.34,41,3500,960,36,3,0,1,7,hot air,gas,septic,No,No,No
0.1122,0.14,44,2400,840,36,2,0,1,4,hot air,gas,public/commercial,No,No,No
0.1545,0.54,35,5700,1820,36,4,0,1.5,8,hot water/steam,gas,septic,No,No,No
0.3,0.92,19,5000,2144,36,3,1,2.5,8,hot air,oil,septic,No,No,Yes
0.206,0.1,17,5100,1610,36,3,0,2,8,hot air,gas,septic,No,No,No
0.257,0.75,6,1700,1752,36,3,0,2.5,7,hot air,gas,septic,No,No,No
0.182,0.38,36,3300,1729,36,4,1,1.5,8,hot water/steam,gas,septic,No,No,No
0.161,0.59,37,4400,1056,36,3,0,1,6,hot air,gas,septic,No,No,No
0.176,0.42,21,12250,1292,64,3,0,1.5,6,electric,electric,public/commercial,No,No,No
0.17716,0.41,35,7200,832,64,3,0,1,8,hot air,oil,public/commercial,No,No,No
0.355063,0.36,0,13000,2256,64,4,1,2.5,8,hot air,gas,septic,No,Yes,Yes
0.213,0.48,20,10000,1274,64,3,1,2,4,electric,electric,public/commercial,No,No,No
0.2665,0.52,18,13000,1608,64,3,0,2.5,4,electric,electric,public/commercial,No,No,No
0.285,0.36,13,13000,1868,64,3,1,2.5,9,hot water/steam,gas,septic,No,No,No
0.1789,0.35,21,36500,1554,64,3,0,1,4,electric,electric,public/commercial,No,No,No
0.3,0.56,34,30800,3604,64,6,1,3.5,12,hot water/steam,gas,public/commercial,No,No,No
0.211,0.49,41,28600,1887,64,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,Yes
0.451,2,52,84000,1326,64,3,0,1,7,hot air,oil,public/commercial,No,No,Yes
